iddepto,nomdepto,idmpio,nompio,tiporegimen,identidad,nomentidad,año,mes,total
25,25 - CUNDINAMARCA,25777,25777 - SUPATÁ,CONTRIBUTIVO,EPSC22,EPS  CONVIDA-CM,2017,Abril,105
25,25 - CUNDINAMARCA,25777,25777 - SUPATÁ,SUBSIDIADO,EPS022,EPS  CONVIDA,2017,Abril,2790
25,25 - CUNDINAMARCA,25777,25777 - SUPATÁ,SUBSIDIADO,EPSS17,E.P.S.  FAMISANAR  LTDA.-CM,2017,Abril,18
25,25 - CUNDINAMARCA,25777,25777 - SUPATÁ,SUBSIDIADO,EPSS37,NUEVA EPS S.A. -CM,2017,Abril,18
25,25 - CUNDINAMARCA,25779,25779 - SUSA,CONTRIBUTIVO,CCFC53,CAJA DE COMPENSACION FAMILIAR DE CUNDINAMARCA COMFACUNDI-CM,2017,Abril,3
25,25 - CUNDINAMARCA,25779,25779 - SUSA,CONTRIBUTIVO,EPS005,E.P.S.  SANITAS  S.A.,2017,Abril,2
25,25 - CUNDINAMARCA,25779,25779 - SUSA,CONTRIBUTIVO,EPS017,E.P.S.  FAMISANAR  LTDA.,2017,Abril,143
25,25 - CUNDINAMARCA,25779,25779 - SUSA,CONTRIBUTIVO,EPS037,LA NUEVA EPS S.A.,2017,Abril,144
25,25 - CUNDINAMARCA,25779,25779 - SUSA,CONTRIBUTIVO,EPSC22,EPS  CONVIDA-CM,2017,Abril,106
25,25 - CUNDINAMARCA,25779,25779 - SUSA,SUBSIDIADO,CCF053,CAJA DE COMPENSACIÓN FAMILIAR DE CUNDINAMARCA COMFACUNDI,2017,Abril,497
25,25 - CUNDINAMARCA,25779,25779 - SUSA,SUBSIDIADO,EPS022,EPS  CONVIDA,2017,Abril,3692
25,25 - CUNDINAMARCA,25779,25779 - SUSA,SUBSIDIADO,EPSS17,E.P.S.  FAMISANAR  LTDA.-CM,2017,Abril,18
25,25 - CUNDINAMARCA,25779,25779 - SUSA,SUBSIDIADO,EPSS23,CRUZ BLANCA  EPS S.A.-CM,2017,Abril,1
25,25 - CUNDINAMARCA,25779,25779 - SUSA,SUBSIDIADO,EPSS37,NUEVA EPS S.A. -CM,2017,Abril,7
25,25 - CUNDINAMARCA,25781,25781 - SUTATAUSA,CONTRIBUTIVO,EPS003,CAFESALUD  E.P.S.  S.A.,2017,Abril,498
25,25 - CUNDINAMARCA,25781,25781 - SUTATAUSA,CONTRIBUTIVO,EPS005,E.P.S.  SANITAS  S.A.,2017,Abril,1
25,25 - CUNDINAMARCA,25781,25781 - SUTATAUSA,CONTRIBUTIVO,EPS017,E.P.S.  FAMISANAR  LTDA.,2017,Abril,320
25,25 - CUNDINAMARCA,25781,25781 - SUTATAUSA,CONTRIBUTIVO,EPS037,LA NUEVA EPS S.A.,2017,Abril,1212
25,25 - CUNDINAMARCA,25781,25781 - SUTATAUSA,CONTRIBUTIVO,EPSC22,EPS  CONVIDA-CM,2017,Abril,66
25,25 - CUNDINAMARCA,25781,25781 - SUTATAUSA,CONTRIBUTIVO,ESSC91,ENTIDAD COOPERATIVA SOL.DE SALUD DEL NORTE DE SOACHA ECOOPSOS-CM,2017,Abril,2
25,25 - CUNDINAMARCA,25781,25781 - SUTATAUSA,SUBSIDIADO,EPS022,EPS  CONVIDA,2017,Abril,1286
25,25 - CUNDINAMARCA,25781,25781 - SUTATAUSA,SUBSIDIADO,EPSM03,CAFESALUD  E.P.S.  S.A.-CM,2017,Abril,41
25,25 - CUNDINAMARCA,25781,25781 - SUTATAUSA,SUBSIDIADO,EPSS17,E.P.S.  FAMISANAR  LTDA.-CM,2017,Abril,47
25,25 - CUNDINAMARCA,25781,25781 - SUTATAUSA,SUBSIDIADO,EPSS37,NUEVA EPS S.A. -CM,2017,Abril,32
25,25 - CUNDINAMARCA,25781,25781 - SUTATAUSA,SUBSIDIADO,ESS091,ENTIDAD COOPERATIVA SOL.DE SALUD DEL NORTE DE SOACHA ECOOPSOS,2017,Abril,212
25,25 - CUNDINAMARCA,25785,25785 - TABIO,CONTRIBUTIVO,EPS001,ALIANSALUD ENTIDAD PROMOTORA DE SALUD S.A.,2017,Abril,1
25,25 - CUNDINAMARCA,25785,25785 - TABIO,CONTRIBUTIVO,EPS002,SALUD  TOTAL  S.A.  E.P.S.,2017,Abril,1
25,25 - CUNDINAMARCA,25785,25785 - TABIO,CONTRIBUTIVO,EPS003,CAFESALUD  E.P.S.  S.A.,2017,Abril,512
25,25 - CUNDINAMARCA,25785,25785 - TABIO,CONTRIBUTIVO,EPS005,E.P.S.  SANITAS  S.A.,2017,Abril,1047
25,25 - CUNDINAMARCA,25785,25785 - TABIO,CONTRIBUTIVO,EPS008,COMPENSAR   E.P.S.,2017,Abril,900
25,25 - CUNDINAMARCA,25785,25785 - TABIO,CONTRIBUTIVO,EPS016,COOMEVA   E.P.S.  S.A.,2017,Abril,926
25,25 - CUNDINAMARCA,25785,25785 - TABIO,CONTRIBUTIVO,EPS017,E.P.S.  FAMISANAR  LTDA.,2017,Abril,5161
25,25 - CUNDINAMARCA,25785,25785 - TABIO,CONTRIBUTIVO,EPS018,EPS SERVICIO OCCIDENTAL DE SALUD  S.A. - EPS S.O.S. S.A.,2017,Abril,1
25,25 - CUNDINAMARCA,25785,25785 - TABIO,CONTRIBUTIVO,EPS023,CRUZ BLANCA  EPS S.A.,2017,Abril,20
25,25 - CUNDINAMARCA,25785,25785 - TABIO,CONTRIBUTIVO,EPS037,LA NUEVA EPS S.A.,2017,Abril,1254
25,25 - CUNDINAMARCA,25785,25785 - TABIO,CONTRIBUTIVO,EPSC22,EPS  CONVIDA-CM,2017,Abril,250
25,25 - CUNDINAMARCA,25785,25785 - TABIO,SUBSIDIADO,EPS022,EPS  CONVIDA,2017,Abril,3636
25,25 - CUNDINAMARCA,25785,25785 - TABIO,SUBSIDIADO,EPSM03,CAFESALUD  E.P.S.  S.A.-CM,2017,Abril,28
25,25 - CUNDINAMARCA,25785,25785 - TABIO,SUBSIDIADO,EPSS05,E.P.S.  SANITAS  S.A.-CM,2017,Abril,3
25,25 - CUNDINAMARCA,25785,25785 - TABIO,SUBSIDIADO,EPSS08,COMPENSAR   E.P.S.-CM,2017,Abril,15
25,25 - CUNDINAMARCA,25785,25785 - TABIO,SUBSIDIADO,EPSS16,COOMEVA   E.P.S.  S.A.-CM,2017,Abril,35
25,25 - CUNDINAMARCA,25785,25785 - TABIO,SUBSIDIADO,EPSS17,E.P.S.  FAMISANAR  LTDA.-CM,2017,Abril,274
25,25 - CUNDINAMARCA,25785,25785 - TABIO,SUBSIDIADO,EPSS37,NUEVA EPS S.A. -CM,2017,Abril,47
25,25 - CUNDINAMARCA,25793,25793 - TAUSA,CONTRIBUTIVO,EPS003,CAFESALUD  E.P.S.  S.A.,2017,Abril,517
25,25 - CUNDINAMARCA,25793,25793 - TAUSA,CONTRIBUTIVO,EPS005,E.P.S.  SANITAS  S.A.,2017,Abril,2
25,25 - CUNDINAMARCA,25793,25793 - TAUSA,CONTRIBUTIVO,EPS017,E.P.S.  FAMISANAR  LTDA.,2017,Abril,410
25,25 - CUNDINAMARCA,25793,25793 - TAUSA,CONTRIBUTIVO,EPS033,SALUDVIDA S.A .E.P.S,2017,Abril,1
25,25 - CUNDINAMARCA,25793,25793 - TAUSA,CONTRIBUTIVO,EPS037,LA NUEVA EPS S.A.,2017,Abril,1207
25,25 - CUNDINAMARCA,25793,25793 - TAUSA,CONTRIBUTIVO,EPSC22,EPS  CONVIDA-CM,2017,Abril,137
25,25 - CUNDINAMARCA,25793,25793 - TAUSA,CONTRIBUTIVO,ESSC91,ENTIDAD COOPERATIVA SOL.DE SALUD DEL NORTE DE SOACHA ECOOPSOS-CM,2017,Abril,5
25,25 - CUNDINAMARCA,25793,25793 - TAUSA,SUBSIDIADO,EPS022,EPS  CONVIDA,2017,Abril,2847
25,25 - CUNDINAMARCA,25793,25793 - TAUSA,SUBSIDIADO,EPSM03,CAFESALUD  E.P.S.  S.A.-CM,2017,Abril,75
25,25 - CUNDINAMARCA,25793,25793 - TAUSA,SUBSIDIADO,EPSS17,E.P.S.  FAMISANAR  LTDA.-CM,2017,Abril,54
25,25 - CUNDINAMARCA,25793,25793 - TAUSA,SUBSIDIADO,EPSS37,NUEVA EPS S.A. -CM,2017,Abril,57
25,25 - CUNDINAMARCA,25793,25793 - TAUSA,SUBSIDIADO,ESS091,ENTIDAD COOPERATIVA SOL.DE SALUD DEL NORTE DE SOACHA ECOOPSOS,2017,Abril,193
25,25 - CUNDINAMARCA,25797,25797 - TENA,CONTRIBUTIVO,EPS003,CAFESALUD  E.P.S.  S.A.,2017,Abril,435
25,25 - CUNDINAMARCA,25797,25797 - TENA,CONTRIBUTIVO,EPS017,E.P.S.  FAMISANAR  LTDA.,2017,Abril,272
25,25 - CUNDINAMARCA,25797,25797 - TENA,CONTRIBUTIVO,EPS023,CRUZ BLANCA  EPS S.A.,2017,Abril,1
25,25 - CUNDINAMARCA,25797,25797 - TENA,CONTRIBUTIVO,EPS037,LA NUEVA EPS S.A.,2017,Abril,141
25,25 - CUNDINAMARCA,25797,25797 - TENA,CONTRIBUTIVO,EPSC22,EPS  CONVIDA-CM,2017,Abril,121
25,25 - CUNDINAMARCA,25797,25797 - TENA,SUBSIDIADO,CCF053,CAJA DE COMPENSACIÓN FAMILIAR DE CUNDINAMARCA COMFACUNDI,2017,Abril,27
25,25 - CUNDINAMARCA,25797,25797 - TENA,SUBSIDIADO,EPS022,EPS  CONVIDA,2017,Abril,3926
25,25 - CUNDINAMARCA,25797,25797 - TENA,SUBSIDIADO,EPSM03,CAFESALUD  E.P.S.  S.A.-CM,2017,Abril,94
25,25 - CUNDINAMARCA,25797,25797 - TENA,SUBSIDIADO,EPSS17,E.P.S.  FAMISANAR  LTDA.-CM,2017,Abril,83
25,25 - CUNDINAMARCA,25797,25797 - TENA,SUBSIDIADO,EPSS37,NUEVA EPS S.A. -CM,2017,Abril,3
25,25 - CUNDINAMARCA,25799,25799 - TENJO,CONTRIBUTIVO,EPS002,SALUD  TOTAL  S.A.  E.P.S.,2017,Abril,1741
25,25 - CUNDINAMARCA,25799,25799 - TENJO,CONTRIBUTIVO,EPS003,CAFESALUD  E.P.S.  S.A.,2017,Abril,454
25,25 - CUNDINAMARCA,25799,25799 - TENJO,CONTRIBUTIVO,EPS005,E.P.S.  SANITAS  S.A.,2017,Abril,606
25,25 - CUNDINAMARCA,25799,25799 - TENJO,CONTRIBUTIVO,EPS008,COMPENSAR   E.P.S.,2017,Abril,649
25,25 - CUNDINAMARCA,25799,25799 - TENJO,CONTRIBUTIVO,EPS016,COOMEVA   E.P.S.  S.A.,2017,Abril,853
25,25 - CUNDINAMARCA,25799,25799 - TENJO,CONTRIBUTIVO,EPS017,E.P.S.  FAMISANAR  LTDA.,2017,Abril,6322
25,25 - CUNDINAMARCA,25799,25799 - TENJO,CONTRIBUTIVO,EPS023,CRUZ BLANCA  EPS S.A.,2017,Abril,18
25,25 - CUNDINAMARCA,25799,25799 - TENJO,CONTRIBUTIVO,EPS037,LA NUEVA EPS S.A.,2017,Abril,1651
25,25 - CUNDINAMARCA,25799,25799 - TENJO,CONTRIBUTIVO,EPSC22,EPS  CONVIDA-CM,2017,Abril,321
25,25 - CUNDINAMARCA,25799,25799 - TENJO,SUBSIDIADO,EPS022,EPS  CONVIDA,2017,Abril,3482
25,25 - CUNDINAMARCA,25799,25799 - TENJO,SUBSIDIADO,EPSM03,CAFESALUD  E.P.S.  S.A.-CM,2017,Abril,20
25,25 - CUNDINAMARCA,25799,25799 - TENJO,SUBSIDIADO,EPSS02,SALUD  TOTAL  S.A.  E.P.S. CM,2017,Abril,16
25,25 - CUNDINAMARCA,25799,25799 - TENJO,SUBSIDIADO,EPSS05,E.P.S.  SANITAS  S.A.-CM,2017,Abril,3
25,25 - CUNDINAMARCA,25799,25799 - TENJO,SUBSIDIADO,EPSS08,COMPENSAR   E.P.S.-CM,2017,Abril,11
25,25 - CUNDINAMARCA,25799,25799 - TENJO,SUBSIDIADO,EPSS16,COOMEVA   E.P.S.  S.A.-CM,2017,Abril,26
25,25 - CUNDINAMARCA,25799,25799 - TENJO,SUBSIDIADO,EPSS17,E.P.S.  FAMISANAR  LTDA.-CM,2017,Abril,118
25,25 - CUNDINAMARCA,25799,25799 - TENJO,SUBSIDIADO,EPSS37,NUEVA EPS S.A. -CM,2017,Abril,48
25,25 - CUNDINAMARCA,25805,25805 - TIBACUY,CONTRIBUTIVO,EPS005,E.P.S.  SANITAS  S.A.,2017,Abril,1
25,25 - CUNDINAMARCA,25805,25805 - TIBACUY,CONTRIBUTIVO,EPS017,E.P.S.  FAMISANAR  LTDA.,2017,Abril,1
25,25 - CUNDINAMARCA,25805,25805 - TIBACUY,CONTRIBUTIVO,EPS037,LA NUEVA EPS S.A.,2017,Abril,122
25,25 - CUNDINAMARCA,25805,25805 - TIBACUY,CONTRIBUTIVO,EPSC22,EPS  CONVIDA-CM,2017,Abril,97
25,25 - CUNDINAMARCA,25805,25805 - TIBACUY,SUBSIDIADO,EPS022,EPS  CONVIDA,2017,Abril,2950
25,25 - CUNDINAMARCA,25805,25805 - TIBACUY,SUBSIDIADO,EPSS37,NUEVA EPS S.A. -CM,2017,Abril,13
25,25 - CUNDINAMARCA,25807,25807 - TIBIRITA,CONTRIBUTIVO,EPS005,E.P.S.  SANITAS  S.A.,2017,Abril,1
25,25 - CUNDINAMARCA,25807,25807 - TIBIRITA,CONTRIBUTIVO,EPS037,LA NUEVA EPS S.A.,2017,Abril,75
25,25 - CUNDINAMARCA,25807,25807 - TIBIRITA,CONTRIBUTIVO,EPSC22,EPS  CONVIDA-CM,2017,Abril,37
25,25 - CUNDINAMARCA,25807,25807 - TIBIRITA,SUBSIDIADO,EPS022,EPS  CONVIDA,2017,Abril,1818
25,25 - CUNDINAMARCA,25807,25807 - TIBIRITA,SUBSIDIADO,EPSS23,CRUZ BLANCA  EPS S.A.-CM,2017,Abril,1
25,25 - CUNDINAMARCA,25807,25807 - TIBIRITA,SUBSIDIADO,EPSS37,NUEVA EPS S.A. -CM,2017,Abril,7
25,25 - CUNDINAMARCA,25815,25815 - TOCAIMA,CONTRIBUTIVO,CCFC53,CAJA DE COMPENSACION FAMILIAR DE CUNDINAMARCA COMFACUNDI-CM,2017,Abril,1
25,25 - CUNDINAMARCA,25815,25815 - TOCAIMA,CONTRIBUTIVO,EPS005,E.P.S.  SANITAS  S.A.,2017,Abril,13
25,25 - CUNDINAMARCA,25815,25815 - TOCAIMA,CONTRIBUTIVO,EPS008,COMPENSAR   E.P.S.,2017,Abril,16
25,25 - CUNDINAMARCA,25815,25815 - TOCAIMA,CONTRIBUTIVO,EPS016,COOMEVA   E.P.S.  S.A.,2017,Abril,287
25,25 - CUNDINAMARCA,25815,25815 - TOCAIMA,CONTRIBUTIVO,EPS017,E.P.S.  FAMISANAR  LTDA.,2017,Abril,967
25,25 - CUNDINAMARCA,25815,25815 - TOCAIMA,CONTRIBUTIVO,EPS037,LA NUEVA EPS S.A.,2017,Abril,984
25,25 - CUNDINAMARCA,25815,25815 - TOCAIMA,CONTRIBUTIVO,EPSC22,EPS  CONVIDA-CM,2017,Abril,298
25,25 - CUNDINAMARCA,25815,25815 - TOCAIMA,SUBSIDIADO,CCF053,CAJA DE COMPENSACIÓN FAMILIAR DE CUNDINAMARCA COMFACUNDI,2017,Abril,285
25,25 - CUNDINAMARCA,25815,25815 - TOCAIMA,SUBSIDIADO,EPS022,EPS  CONVIDA,2017,Abril,8444
25,25 - CUNDINAMARCA,25815,25815 - TOCAIMA,SUBSIDIADO,EPSS16,COOMEVA   E.P.S.  S.A.-CM,2017,Abril,13
25,25 - CUNDINAMARCA,25815,25815 - TOCAIMA,SUBSIDIADO,EPSS17,E.P.S.  FAMISANAR  LTDA.-CM,2017,Abril,92
25,25 - CUNDINAMARCA,25815,25815 - TOCAIMA,SUBSIDIADO,EPSS37,NUEVA EPS S.A. -CM,2017,Abril,57
25,25 - CUNDINAMARCA,25817,25817 - TOCANCIPÁ,CONTRIBUTIVO,EPS003,CAFESALUD  E.P.S.  S.A.,2017,Abril,3797
25,25 - CUNDINAMARCA,25817,25817 - TOCANCIPÁ,CONTRIBUTIVO,EPS005,E.P.S.  SANITAS  S.A.,2017,Abril,1631
25,25 - CUNDINAMARCA,25817,25817 - TOCANCIPÁ,CONTRIBUTIVO,EPS008,COMPENSAR   E.P.S.,2017,Abril,725
25,25 - CUNDINAMARCA,25817,25817 - TOCANCIPÁ,CONTRIBUTIVO,EPS016,COOMEVA   E.P.S.  S.A.,2017,Abril,7390
25,25 - CUNDINAMARCA,25817,25817 - TOCANCIPÁ,CONTRIBUTIVO,EPS017,E.P.S.  FAMISANAR  LTDA.,2017,Abril,14685
25,25 - CUNDINAMARCA,25817,25817 - TOCANCIPÁ,CONTRIBUTIVO,EPS018,EPS SERVICIO OCCIDENTAL DE SALUD  S.A. - EPS S.O.S. S.A.,2017,Abril,2
25,25 - CUNDINAMARCA,25817,25817 - TOCANCIPÁ,CONTRIBUTIVO,EPS023,CRUZ BLANCA  EPS S.A.,2017,Abril,227
25,25 - CUNDINAMARCA,25817,25817 - TOCANCIPÁ,CONTRIBUTIVO,EPS037,LA NUEVA EPS S.A.,2017,Abril,2091
25,25 - CUNDINAMARCA,25817,25817 - TOCANCIPÁ,CONTRIBUTIVO,EPSC22,EPS  CONVIDA-CM,2017,Abril,260
25,25 - CUNDINAMARCA,25817,25817 - TOCANCIPÁ,SUBSIDIADO,EPS022,EPS  CONVIDA,2017,Abril,3174
25,25 - CUNDINAMARCA,25817,25817 - TOCANCIPÁ,SUBSIDIADO,EPSM03,CAFESALUD  E.P.S.  S.A.-CM,2017,Abril,74
25,25 - CUNDINAMARCA,25817,25817 - TOCANCIPÁ,SUBSIDIADO,EPSS05,E.P.S.  SANITAS  S.A.-CM,2017,Abril,7
25,25 - CUNDINAMARCA,25817,25817 - TOCANCIPÁ,SUBSIDIADO,EPSS08,COMPENSAR   E.P.S.-CM,2017,Abril,7
25,25 - CUNDINAMARCA,25817,25817 - TOCANCIPÁ,SUBSIDIADO,EPSS16,COOMEVA   E.P.S.  S.A.-CM,2017,Abril,135
25,25 - CUNDINAMARCA,25817,25817 - TOCANCIPÁ,SUBSIDIADO,EPSS17,E.P.S.  FAMISANAR  LTDA.-CM,2017,Abril,381
25,25 - CUNDINAMARCA,25817,25817 - TOCANCIPÁ,SUBSIDIADO,EPSS23,CRUZ BLANCA  EPS S.A.-CM,2017,Abril,2
25,25 - CUNDINAMARCA,25817,25817 - TOCANCIPÁ,SUBSIDIADO,EPSS37,NUEVA EPS S.A. -CM,2017,Abril,63
25,25 - CUNDINAMARCA,25823,25823 - TOPAIPÍ,CONTRIBUTIVO,EPS037,LA NUEVA EPS S.A.,2017,Abril,62
25,25 - CUNDINAMARCA,25823,25823 - TOPAIPÍ,CONTRIBUTIVO,EPSC22,EPS  CONVIDA-CM,2017,Abril,73
25,25 - CUNDINAMARCA,25823,25823 - TOPAIPÍ,SUBSIDIADO,EPS022,EPS  CONVIDA,2017,Abril,2949
25,25 - CUNDINAMARCA,25823,25823 - TOPAIPÍ,SUBSIDIADO,EPSS37,NUEVA EPS S.A. -CM,2017,Abril,17
25,25 - CUNDINAMARCA,25839,25839 - UBALÁ,CONTRIBUTIVO,EPS017,E.P.S.  FAMISANAR  LTDA.,2017,Abril,440
25,25 - CUNDINAMARCA,25839,25839 - UBALÁ,CONTRIBUTIVO,EPS023,CRUZ BLANCA  EPS S.A.,2017,Abril,2
25,25 - CUNDINAMARCA,25839,25839 - UBALÁ,CONTRIBUTIVO,EPS037,LA NUEVA EPS S.A.,2017,Abril,229
25,25 - CUNDINAMARCA,25839,25839 - UBALÁ,CONTRIBUTIVO,EPSC22,EPS  CONVIDA-CM,2017,Abril,27
25,25 - CUNDINAMARCA,25839,25839 - UBALÁ,CONTRIBUTIVO,ESSC91,ENTIDAD COOPERATIVA SOL.DE SALUD DEL NORTE DE SOACHA ECOOPSOS-CM,2017,Abril,29
25,25 - CUNDINAMARCA,25839,25839 - UBALÁ,SUBSIDIADO,EPS022,EPS  CONVIDA,2017,Abril,1136
25,25 - CUNDINAMARCA,25839,25839 - UBALÁ,SUBSIDIADO,EPSS17,E.P.S.  FAMISANAR  LTDA.-CM,2017,Abril,23
25,25 - CUNDINAMARCA,25839,25839 - UBALÁ,SUBSIDIADO,EPSS37,NUEVA EPS S.A. -CM,2017,Abril,16
25,25 - CUNDINAMARCA,25839,25839 - UBALÁ,SUBSIDIADO,ESS091,ENTIDAD COOPERATIVA SOL.DE SALUD DEL NORTE DE SOACHA ECOOPSOS,2017,Abril,4916
25,25 - CUNDINAMARCA,25841,25841 - UBAQUE,CONTRIBUTIVO,EPS005,E.P.S.  SANITAS  S.A.,2017,Abril,4
25,25 - CUNDINAMARCA,25841,25841 - UBAQUE,CONTRIBUTIVO,EPS008,COMPENSAR   E.P.S.,2017,Abril,1
25,25 - CUNDINAMARCA,25841,25841 - UBAQUE,CONTRIBUTIVO,EPS017,E.P.S.  FAMISANAR  LTDA.,2017,Abril,254
25,25 - CUNDINAMARCA,25841,25841 - UBAQUE,CONTRIBUTIVO,EPS023,CRUZ BLANCA  EPS S.A.,2017,Abril,3
25,25 - CUNDINAMARCA,25841,25841 - UBAQUE,CONTRIBUTIVO,EPS037,LA NUEVA EPS S.A.,2017,Abril,135
25,25 - CUNDINAMARCA,25841,25841 - UBAQUE,CONTRIBUTIVO,EPSC22,EPS  CONVIDA-CM,2017,Abril,44
25,25 - CUNDINAMARCA,25841,25841 - UBAQUE,CONTRIBUTIVO,ESSC91,ENTIDAD COOPERATIVA SOL.DE SALUD DEL NORTE DE SOACHA ECOOPSOS-CM,2017,Abril,7
25,25 - CUNDINAMARCA,25841,25841 - UBAQUE,SUBSIDIADO,EPS022,EPS  CONVIDA,2017,Abril,2432
25,25 - CUNDINAMARCA,25841,25841 - UBAQUE,SUBSIDIADO,EPSS17,E.P.S.  FAMISANAR  LTDA.-CM,2017,Abril,43
25,25 - CUNDINAMARCA,25841,25841 - UBAQUE,SUBSIDIADO,EPSS37,NUEVA EPS S.A. -CM,2017,Abril,28
25,25 - CUNDINAMARCA,25841,25841 - UBAQUE,SUBSIDIADO,ESS091,ENTIDAD COOPERATIVA SOL.DE SALUD DEL NORTE DE SOACHA ECOOPSOS,2017,Abril,2231
25,25 - CUNDINAMARCA,25843,25843 - UBATÉ,CONTRIBUTIVO,EPS002,SALUD  TOTAL  S.A.  E.P.S.,2017,Abril,1720
25,25 - CUNDINAMARCA,25843,25843 - UBATÉ,CONTRIBUTIVO,EPS003,CAFESALUD  E.P.S.  S.A.,2017,Abril,10941
25,25 - CUNDINAMARCA,25843,25843 - UBATÉ,CONTRIBUTIVO,EPS005,E.P.S.  SANITAS  S.A.,2017,Abril,24
25,25 - CUNDINAMARCA,25843,25843 - UBATÉ,CONTRIBUTIVO,EPS008,COMPENSAR   E.P.S.,2017,Abril,705
25,25 - CUNDINAMARCA,25843,25843 - UBATÉ,CONTRIBUTIVO,EPS016,COOMEVA   E.P.S.  S.A.,2017,Abril,1430
25,25 - CUNDINAMARCA,25843,25843 - UBATÉ,CONTRIBUTIVO,EPS017,E.P.S.  FAMISANAR  LTDA.,2017,Abril,6621
25,25 - CUNDINAMARCA,25843,25843 - UBATÉ,CONTRIBUTIVO,EPS023,CRUZ BLANCA  EPS S.A.,2017,Abril,10
25,25 - CUNDINAMARCA,25843,25843 - UBATÉ,CONTRIBUTIVO,EPS033,SALUDVIDA S.A .E.P.S,2017,Abril,1
25,25 - CUNDINAMARCA,25843,25843 - UBATÉ,CONTRIBUTIVO,EPS037,LA NUEVA EPS S.A.,2017,Abril,6935
25,25 - CUNDINAMARCA,25843,25843 - UBATÉ,CONTRIBUTIVO,EPSC22,EPS  CONVIDA-CM,2017,Abril,595
25,25 - CUNDINAMARCA,25843,25843 - UBATÉ,CONTRIBUTIVO,ESSC91,ENTIDAD COOPERATIVA SOL.DE SALUD DEL NORTE DE SOACHA ECOOPSOS-CM,2017,Abril,11
25,25 - CUNDINAMARCA,25843,25843 - UBATÉ,SUBSIDIADO,EPS022,EPS  CONVIDA,2017,Abril,12702
25,25 - CUNDINAMARCA,25843,25843 - UBATÉ,SUBSIDIADO,EPSM03,CAFESALUD  E.P.S.  S.A.-CM,2017,Abril,672
25,25 - CUNDINAMARCA,25843,25843 - UBATÉ,SUBSIDIADO,EPSS02,SALUD  TOTAL  S.A.  E.P.S. CM,2017,Abril,69
25,25 - CUNDINAMARCA,25843,25843 - UBATÉ,SUBSIDIADO,EPSS08,COMPENSAR   E.P.S.-CM,2017,Abril,8
25,25 - CUNDINAMARCA,25843,25843 - UBATÉ,SUBSIDIADO,EPSS16,COOMEVA   E.P.S.  S.A.-CM,2017,Abril,46
25,25 - CUNDINAMARCA,25843,25843 - UBATÉ,SUBSIDIADO,EPSS17,E.P.S.  FAMISANAR  LTDA.-CM,2017,Abril,446
25,25 - CUNDINAMARCA,25843,25843 - UBATÉ,SUBSIDIADO,EPSS23,CRUZ BLANCA  EPS S.A.-CM,2017,Abril,1
25,25 - CUNDINAMARCA,25843,25843 - UBATÉ,SUBSIDIADO,EPSS37,NUEVA EPS S.A. -CM,2017,Abril,285
25,25 - CUNDINAMARCA,25843,25843 - UBATÉ,SUBSIDIADO,ESS091,ENTIDAD COOPERATIVA SOL.DE SALUD DEL NORTE DE SOACHA ECOOPSOS,2017,Abril,334
25,25 - CUNDINAMARCA,25845,25845 - UNE,CONTRIBUTIVO,CCFC53,CAJA DE COMPENSACION FAMILIAR DE CUNDINAMARCA COMFACUNDI-CM,2017,Abril,3
25,25 - CUNDINAMARCA,25845,25845 - UNE,CONTRIBUTIVO,EPS005,E.P.S.  SANITAS  S.A.,2017,Abril,2
25,25 - CUNDINAMARCA,25845,25845 - UNE,CONTRIBUTIVO,EPS017,E.P.S.  FAMISANAR  LTDA.,2017,Abril,333
25,25 - CUNDINAMARCA,25845,25845 - UNE,CONTRIBUTIVO,EPS037,LA NUEVA EPS S.A.,2017,Abril,45
25,25 - CUNDINAMARCA,25845,25845 - UNE,CONTRIBUTIVO,EPSC22,EPS  CONVIDA-CM,2017,Abril,167
25,25 - CUNDINAMARCA,25845,25845 - UNE,SUBSIDIADO,CCF053,CAJA DE COMPENSACIÓN FAMILIAR DE CUNDINAMARCA COMFACUNDI,2017,Abril,524
25,25 - CUNDINAMARCA,25845,25845 - UNE,SUBSIDIADO,EPS022,EPS  CONVIDA,2017,Abril,4743
25,25 - CUNDINAMARCA,25845,25845 - UNE,SUBSIDIADO,EPSS17,E.P.S.  FAMISANAR  LTDA.-CM,2017,Abril,40
25,25 - CUNDINAMARCA,25845,25845 - UNE,SUBSIDIADO,EPSS37,NUEVA EPS S.A. -CM,2017,Abril,4
25,25 - CUNDINAMARCA,25851,25851 - UTICA,CONTRIBUTIVO,EAS027,FONDO DE PASIVO SOCIAL DE LOS FERROCARRILES NALES,2017,Abril,61
25,25 - CUNDINAMARCA,25851,25851 - UTICA,CONTRIBUTIVO,EPS005,E.P.S.  SANITAS  S.A.,2017,Abril,3
25,25 - CUNDINAMARCA,25851,25851 - UTICA,CONTRIBUTIVO,EPS017,E.P.S.  FAMISANAR  LTDA.,2017,Abril,108
25,25 - CUNDINAMARCA,25851,25851 - UTICA,CONTRIBUTIVO,EPS037,LA NUEVA EPS S.A.,2017,Abril,97
25,25 - CUNDINAMARCA,25851,25851 - UTICA,CONTRIBUTIVO,EPSC22,EPS  CONVIDA-CM,2017,Abril,103
